posted,item_id,recommend,user_id,sentiment_analysis
2015,302830,True,Gterrestrial,2
2015,417860,True,Turntaker,1
2015,377160,True,76561198052512374,2
2015,319630,True,gothamsavior24,1
2014,221100,True,gothamsavior24,0
2016,311210,False,uhhallo,1
2016,242800,False,uhhallo,0
2016,230270,True,Govostype0406,1
2013,207140,True,Govostype0406,2
2015,252950,True,76561198003189312,2
2015,107410,True,76561198149213236,2
2016,208650,False,farquadspenis,2
2016,211420,True,farquadspenis,1
2016,730,True,FullTimeSilver3,1
2016,269210,False,GravityI,2
2014,105600,True,GravityI,1
2014,209870,True,GravityI,1
2013,440,True,76561198100417292,1
2015,342560,True,76561197996156672,1
2015,273350,True,76561197996156672,2
2015,4920,True,76561197996156672,2
2015,230190,True,76561197996156672,2
2014,212800,True,76561197996156672,2
2014,65800,True,76561197996156672,2
2015,232090,True,GREENMAN41,1
2013,230410,True,GREENMAN41,2
2016,227940,True,GREENMAN41,1
2015,250900,True,GREENMAN41,2
2014,212800,True,76561198066611105,1
2016,323370,True,76561198066611105,2
2014,221100,True,76561198066611105,2
2013,440,True,76561198066611105,1
2014,17390,True,76561198066611105,1
2014,550,True,Grelekzel,2
2014,261820,True,Grelekzel,2
2014,221640,True,76561198016940185,1
2016,4000,True,greyson_4450,2
2016,240,True,greyson_4450,2
2016,259080,True,greyson_4450,2
2016,550,True,greyson_4450,2
2016,620,True,76561198138586856,2
2016,204360,True,76561198138586856,2
2016,4000,True,76561198138586856,2
2016,299420,False,76561198138586856,1
2016,215470,False,ReapersHunt,2
2016,211820,True,luduwick,1
2016,444090,True,luduwick,1
2016,730,True,luduwick,1
2015,346110,True,GirlzLikeBears,1
2014,4000,True,TheWaterGod,1
2016,258970,True,sphix,1
2014,305260,True,sphix,1
2014,304930,True,sphix,1
2015,262060,True,76561198070892581,2
2014,107100,True,guhou,1
2016,730,True,GuihZito,2
2016,368740,True,mastergamerinfinity,2
2016,222880,True,Spiritedaway1,0
2016,246620,True,GungeonRighteer,0
2014,440,True,GungeonRighteer,1
2016,730,True,76561198062447997,1
2014,209080,True,gusso10_,1
2015,241600,True,76561198053608159,2
2016,25000,False,76561197970519408,2
2015,317360,True,Haelnorr,2
2015,730,True,Haelnorr,1
2014,233450,True,Haelnorr,2
2014,22300,True,76561198082179266,1
2016,8190,False,76561198299095634,1
2016,304930,False,76561198299095634,1
2016,550,True,76561198299095634,1
2016,301200,True,76561198299095634,1
2016,70000,True,76561198299095634,1
2016,233720,True,76561198299095634,1
2015,208090,True,76561198074079694,2
2015,8930,True,Halio99,2
2015,730,True,Halio99,0
2012,440,True,Halio99,2
2013,105600,True,HallowedDragon,1
2014,440,True,halofreak61,1
2015,220,True,halofreak61,1
2015,130,True,halofreak61,2
2015,12110,True,halofreak61,1
2016,285440,True,76561198043275956,1
2014,40400,True,hand0fcthulhu,1
2016,268650,True,hand0fcthulhu,2
2014,248570,True,hand0fcthulhu,1
2014,250600,True,hand0fcthulhu,1
2015,330830,True,76561198065866954,2
2016,377160,True,supersushi987,1
2016,384190,True,supersushi987,2
2016,322330,True,sopramudar,1
2015,358150,True,76561198080881484,1
2015,307780,True,76561198080881484,2
2014,4000,True,76561198080881484,2
2015,304050,True,76561198038572397,2
2015,222880,True,76561198081776244,2
2015,730,True,76561198081114534,1
2016,440,False,76561198077993857,1
2016,730,True,76561198077993857,1
2015,322170,True,OfficialRagey,0
2015,730,True,OfficialRagey,2
2015,271590,True,OfficialRagey,1
2014,252490,True,TittyDestroyer,1
2014,220240,True,xxxkennySopxxx,2
2014,206210,True,xxxkennySopxxx,1
2015,35140,True,xxxkennySopxxx,1
2015,49520,True,xxxkennySopxxx,2
2015,240,True,xxxkennySopxxx,2
2014,208480,True,xxxkennySopxxx,2
2014,440,True,76561198083095219,2
2014,302380,True,HAramabeeHarrrisssooon,2
2014,440,True,HAramabeeHarrrisssooon,2
2014,3910,True,HAramabeeHarrrisssooon,2
2015,4000,True,DANKESTMEMEMACHINEEVER,1
2014,265630,True,DANKESTMEMEMACHINEEVER,2
2014,291480,False,lucky-seven,1
2014,242720,False,lucky-seven,2
2015,388090,True,DeliciousPuddin,2
2015,318220,False,DeliciousPuddin,2
2015,10090,True,DeliciousPuddin,2
2016,498240,True,DeliciousPuddin,0
2015,332350,True,76561198119721428,2
2014,33930,True,76561198119721428,2
2014,204360,True,76561198072072529,2
2014,265930,True,76561198121314683,2
2015,332800,True,76561198121314683,1
2014,221100,True,76561198123168383,2
2015,271590,False,harrylolman,1
2015,730,True,Harv3yy,2
2015,346110,True,Harv3yy,1
2014,440,True,76561198046718131,2
2014,240,True,Rambo1061,2
2015,252490,False,Rambo1061,1
2015,301520,True,Rambo1061,1
2016,8170,False,harvse,0
2016,730,True,corhodzic,1
2013,440,True,hawaiianisswag,2
2015,302670,True,76561198066734993,1
2014,440,True,76561198066734993,1
2014,4000,True,76561198066734993,1
2014,51100,True,76561198066734993,2
2014,224260,True,76561198066734993,1
2015,730,True,76561198103362354,2
2016,330350,True,Nzatz,1
2016,44350,True,Nzatz,1
2016,3700,True,Nzatz,1
2016,315430,True,Nzatz,1
2016,293320,True,Nzatz,1
2016,300220,True,Nzatz,1
2016,363490,True,Nzatz,1
2016,412940,True,Nzatz,1
2014,730,True,fil96,0
2014,205100,True,fil96,2
2015,8190,True,76561198070092383,1
2014,228960,True,hecaton_john,2
2015,227580,True,hecaton_john,2
2014,730,True,76561198088531301,1
2014,252490,True,76561198088531301,1
2015,55475,True,76561198042879129,1
2014,730,True,76561198042879129,1
2015,377160,True,76561198042879129,1
2015,231430,True,76561198042879129,1
2015,108600,True,TDOJ3DTDO,1
2014,48700,True,TDOJ3DTDO,1
2014,214190,False,TDOJ3DTDO,0
2013,4000,True,HeliDash,1
2015,730,True,punkinoz,1
2014,55230,True,imsufferingkillme,2
2015,730,True,imsufferingkillme,2
2015,304930,True,hellotherem8,2
2015,224540,False,hellotherem8,1
2014,249130,True,fintanboy,2
2015,317400,True,fintanboy,2
2011,550,True,henrydxb,1
2013,1250,True,henrydxb,1
2015,248860,False,76561198059990081,2
2014,250400,True,76561198059990081,1
2014,282070,True,76561198059990081,2
2014,312210,True,76561198059990081,1
2014,22380,True,76561198059990081,2
2014,274310,True,76561198059990081,2
2014,241540,True,76561198059990081,2
2013,440,True,76561198059990081,2
2016,301520,False,bobthehappyterroriest,2
2015,730,True,bobthehappyterroriest,1
2016,386360,True,bobthehappyterroriest,2
2014,286080,True,PimpIt,1
2014,105600,True,PimpIt,2
2016,389870,True,76561198062484829,1
2016,230410,True,76561198062484829,2
2015,21090,True,76561198062484829,1
2015,239140,True,76561198062484829,2
2014,1250,True,76561198062484829,2
2014,212500,True,76561198062484829,1
2014,261760,True,76561198055335886,2
2014,261030,True,76561198045953692,1
2015,236850,False,76561198006679831,1
2011,440,True,Gawee08,2
2014,293540,True,76561198123074348,1
2014,305260,True,76561198123074348,1
2015,298630,True,76561198123074348,1
2015,224260,True,76561198123074348,1
2014,332070,True,76561198123074348,1
2014,223710,True,76561198123074348,0
2014,80,False,76561198123074348,1
2014,236450,True,76561198123074348,1
2014,4000,True,76561198123074348,2
2014,440,True,koconut100,1
2015,317360,True,76561198036822015,2
2015,224260,True,76561198036822015,2
2014,205100,True,76561198036822015,2
2016,11280,True,highpr,1
2016,346900,True,highpr,2
2015,417860,True,highpr,2
2014,220,True,76561198042823843,1
2015,730,True,76561198042823843,2
2015,330830,True,76561198042823843,1
2015,107410,True,76561198042823843,0
2015,730,True,stevenlikesdicks,1
2014,105600,True,Hollowfun,2
2014,49520,True,Hollowfun,1
2016,200510,True,Hollowfun,1
2015,206190,True,Hollowfun,1
2015,211820,True,Hollowfun,1
2015,299360,True,Hollowfun,1
2014,304930,True,Hollowfun,1
2014,265930,True,Hollowfun,1
2014,274190,True,Hollowfun,0
2015,105600,True,holyswifter,2
2013,440,True,WildCheese,1
2014,230410,True,WildCheese,1
2014,209000,True,WildCheese,2
2014,208090,True,WildCheese,2
2015,222880,True,76561198079621961,1
2015,730,True,76561198080786408,2
2015,221100,True,quadruplemoney,1
2015,209160,True,quadruplemoney,1
2014,209870,True,76561198080644089,1
2015,301520,False,peoplesidiot,1
2015,225540,True,peoplesidiot,2
2015,417860,True,peoplesidiot,1
2015,299360,True,peoplesidiot,2
2013,8190,True,peoplesidiot,1
2013,220200,True,peoplesidiot,2
2014,221380,True,IrishNZ,1
2015,33230,True,IrishNZ,1
2014,247240,True,IrishNZ,2
2015,418070,True,IrishNZ,1
2015,204300,True,iareasdaft,1
2015,232090,False,kylesimmonds,0
2014,242760,True,kylesimmonds,2
2014,4000,True,DazzaPlays,2
2014,252490,True,horizon95,2
2014,242760,True,horizon95,2
2016,275850,False,76561198066842598,1
2015,730,True,76561198066842598,2
2015,346900,True,76561198066842598,1
2015,730,True,HostileTemper,2
2015,323370,True,HostileTemper,2
2015,207140,True,HostileTemper,2
2014,304930,True,HostileTemper,2
2016,346900,True,GenericNonCreativeProfile,2
2015,8870,True,beefiest,2
2016,730,True,b167er,1
2015,730,True,76561198083780235,1
2014,440,True,76561198095222559,1
2015,730,True,huy115,1
2015,24960,True,76561198065934504,2
2013,215670,True,76561198065934504,1
2015,252490,True,76561198071399737,1
2015,268750,True,76561198054285764,2
2015,730,True,76561198139694944,1
2014,44350,True,itschewz,1
2015,6060,True,anthonyrocks65,2
2014,222980,True,Bhulb,1
2014,105600,True,76561198047901097,2
2011,440,True,76561198054508148,2
2016,379720,True,offlinebyourmine,0
2015,304050,False,76561198067593136,2
2015,41300,True,HunkHogan69,2
2014,620,True,76561198062884956,2
2012,105600,True,76561198062884956,2
2015,730,True,naomibby,1
2016,291410,False,76561198061796524,1
2015,214950,False,76561198009498722,1
2016,730,True,hzqBICEPS,1
2014,4000,True,poopeepeepoo,1
2013,55230,True,poopeepeepoo,1
2015,339610,True,poopeepeepoo,1
2015,207230,False,poopeepeepoo,1
2016,730,True,poopeepeepoo,1
2013,224260,True,poopeepeepoo,1
2015,335190,True,76561198041993527,2
2015,224260,True,I_BBox_4_u,2
2015,730,False,zaintheking,1
2015,249130,True,Ulrikk,2
2014,304930,True,Ulrikk,2
2014,200210,True,tickets845,1
2014,322330,True,tickets845,1
2014,224480,True,tickets845,1
2015,326480,True,folkfrightsa,1
2014,4000,True,pudjapu,1
2013,550,True,pudjapu,1
2014,63380,True,pudjapu,1
2014,208090,True,pudjapu,1
2015,382490,True,pudjapu,1
2013,4000,True,76561198087871638,1
2014,42719,True,iampro554433,1
2015,297000,False,ian_ramsay,1
2015,345820,True,ian_ramsay,1
2015,221380,True,ian_ramsay,2
2016,407530,True,76561198071526072,1
2016,402570,True,76561198071526072,2
2016,291550,True,76561198071526072,1
2016,457197,True,76561198071526072,2
2016,304930,True,76561198071526072,2
2014,730,True,76561198034167696,2
2016,275850,False,nicholasd7,1
2015,222880,False,nicholasd7,1
2015,261570,True,76561197990772718,2
2015,226580,True,IDGam3r,2
2014,42700,True,IDGam3r,2
2014,282440,True,IDGam3r,2
2015,304930,True,IDGam3r,2
2015,2280,True,IDGam3r,1
2014,50130,True,IDGam3r,2
2014,1840,True,HonestlyIdontcares,2
2014,7670,True,76561198095214263,2
2016,252950,True,FireInLatin,1
2016,250760,True,FireInLatin,1
2016,440,True,FireInLatin,1
2016,413150,True,FireInLatin,1
2016,391540,True,FireInLatin,1
2016,225840,False,IGotDahMunchies,1
2013,207170,True,76561198068085433,2
2015,408740,False,76561198068085433,2
2016,418070,True,76561198068085433,2
2015,363970,True,76561198068085433,1
2015,264140,False,76561198068085433,2
2015,287980,True,macey_moo,2
2015,24010,False,macey_moo,2
2014,267600,True,macey_moo,1
2015,41800,True,macey_moo,2
2016,236370,True,marster1618,1
2016,210770,True,marster1618,2
2016,301520,False,Illuminutter,1
2015,312210,True,Illuminutter,0
2016,427520,True,Illuminutter,2
2015,322330,True,76561198055499125,2
2014,105600,True,ImSeriouss,2
2014,211820,True,ImSeriouss,1
2014,440,True,ImSeriouss,2
2014,105600,True,ImSeriouss,2
2014,211820,True,ImSeriouss,1
2014,440,True,ImSeriouss,2
2015,304030,True,76561198223442840,2
2015,4000,True,76561198223442840,2
2015,274940,True,76561198223442840,2
2011,6880,True,dugec01,1
2014,8870,False,staecrh,1
2015,284160,True,infamouscharles,1
2015,318220,False,infamouscharles,1
2016,301520,False,Infinitespeed,2
2015,279720,True,Infinitespeed,2
2016,322170,True,Infinitespeed,2
2015,417860,True,76561198088860621,1
2015,440,True,76561198088860621,2
2014,304930,True,76561198088860621,2
2014,200210,True,76561198088860621,0
2014,49520,True,76561198088860621,2
2015,253710,True,76561198068363182,1
2014,730,True,sweatmore,1
2015,295490,True,76561198041240181,2
2015,264200,True,76561198041240181,1
2015,35450,True,76561198078587197,1
2016,730,True,guidetti1,1
2014,258180,False,ias19112000,1
2014,6910,True,ias19112000,1
2013,4000,True,ias19112000,1
2013,440,False,ias19112000,0
2015,377160,True,76561198066084140,0
2015,214950,True,76561198066084140,1
2016,252490,True,76561198066084140,0
2014,242760,True,76561198066084140,2
2014,47810,True,76561198066084140,1
2012,105600,True,76561198066084140,2
2015,33930,True,alexisbest25,2
2016,253710,False,alexisbest25,1
2016,227940,False,alexisbest25,2
2015,346110,True,alexisbest25,1
2016,299740,True,iSkulz,2
2015,393380,True,iSkulz,2
2015,113400,True,iSkulz,2
2015,232090,True,iSkulz,2
2016,8930,True,Issekara,1
2014,9480,False,ysarge,2
2014,281370,False,ysarge,2
2014,2500,True,ysarge,2
2014,250600,True,ysarge,1
2013,223470,True,ysarge,1
2013,55230,True,ysarge,1
2013,730,True,ysarge,1
2012,440,True,ysarge,0
2016,730,True,ITCGaming101,2
2016,550,True,ITCGaming101,0
2016,252490,True,ITCGaming101,2
2016,4000,True,ITCGaming101,2
2016,730,True,yodadda,1
2014,224540,True,yodadda,2
2014,250420,False,yodadda,1
2013,252330,True,yodadda,1
2014,223710,False,yodadda,0
2015,313340,False,yodadda,1
2013,4000,True,yodadda,2
2014,230410,True,itscriddle,1
2015,209870,True,itscriddle,2
2015,301640,True,iVerse,0
2015,323470,True,iVoltGaming,2
2016,261110,True,iVoltGaming,2
2016,311210,True,iVoltGaming,2
2016,429570,True,iVoltGaming,1
2014,4000,True,76561198047273546,1
2014,253770,False,76561198047273546,1
2014,8930,True,76561198047273546,2
2016,417860,True,ironcass,1
2016,204300,True,ironcass,2
2016,4000,True,ironcass,1
2016,440,True,ironcass,0
2016,424280,True,ironcass,1
2016,224540,True,ironcass,2
2016,255710,False,ironcass,2
2014,304930,True,76561198044586193,2
2014,233840,True,JosephBarrett,2
2016,285900,True,76561198155610749,2
2016,730,True,jinmanabe,1
2016,323610,True,Jaberley,1
2016,227300,True,Jaberley,2
2016,107410,True,Jaberley,1
2014,49520,True,thelostwolf,1
2016,730,True,thelostwolf,1
2015,252490,True,keiran1,0
2015,24960,True,jadaik,1
2013,209870,True,jadaik,2
2013,440,True,jadaik,1
2016,201810,True,76561198021364449,2
2015,362890,True,Guinhoh311,1
2014,203160,True,Guinhoh311,1
2015,208090,True,76561198099036584,1
2013,440,True,76561198099036584,2
2013,224260,True,76561198049901169,2
2016,261180,True,Jamessss,1
2015,730,True,JamsL33T,1
2015,207140,True,76561198027305355,0
2016,252950,True,76561198027305355,1
2015,339800,True,76561198027305355,2
2015,204372,True,76561198027305355,1
2016,250900,True,JarpsAU,2
2016,730,True,JarpsAU,1
2016,208650,True,JarpsAU,2
2016,200260,True,JarpsAU,2
2016,239030,True,JarpsAU,1
2016,213670,True,JarpsAU,2
2016,363970,True,JarpsAU,2
2016,202970,True,jarvisnumbanine,2
2016,45760,True,jarvisnumbanine,2
2016,249130,True,jarvisnumbanine,2
2016,266390,True,jarvisnumbanine,2
2016,386360,True,jarvisnumbanine,2
2016,47890,True,jarvisnumbanine,2
2014,730,True,jarvisnumbanine,2
2015,730,True,Memphis__,1
2016,402020,False,jawdoe,1
2014,214190,True,jawdoe,2
2014,291480,True,jawdoe,2
2014,252490,True,jawdoe,1
2014,204360,True,jawdoe,2
2013,550,True,Jaxon1049,1
2015,17410,True,Jaxon1049,1
2014,105600,False,76561198055262214,1
2014,242760,True,Jc63921,1
2016,115320,False,Jc63921,2
2013,49520,True,jdrocks,2
2015,730,False,jdrocks,0
2015,395910,True,jdrocks,1
2015,270090,False,jdrocks,1
2013,259080,True,jdrocks,2
2012,440,True,jdrocks,2
2014,221640,True,idonothack,1
2012,4000,True,76561198062417966,1
2016,207230,False,76561198062417966,0
2016,221100,True,76561198062417966,2
2014,236090,True,76561198062417966,1
2014,218230,True,76561198041845214,1
2014,248570,True,76561198041845214,2
2015,107410,True,76561198041845214,2
2015,219640,True,76561198041845214,1
2014,7520,False,76561198041845214,1
2014,17710,False,76561198041845214,2
2014,220200,True,76561198041845214,2
2016,440,True,76561198079495006,1
2014,213670,True,76561198052516862,2
2016,105600,True,geckglobal,2
2016,427730,True,geckglobal,2
2015,330830,True,xexilex,1
2013,233720,True,xexilex,2
2016,252490,False,NotVengeance,1
2015,730,True,aligindahousebabykosha,1
2015,222880,True,aligindahousebabykosha,1
2015,48700,True,aligindahousebabykosha,0
2013,221100,True,76561198037540189,1
2015,730,True,1234567io9872345678765432,1
2015,107410,True,1234567io9872345678765432,0
2015,113400,False,1234567io9872345678765432,0
2015,304930,True,1234567io9872345678765432,1
2014,278910,True,1234567io9872345678765432,2
2014,221100,True,1234567io9872345678765432,2
2016,15620,True,1234567io9872345678765432,1
2015,408990,True,76561198070993687,2
2015,261570,True,psn_jmcgamer12,2
2013,550,True,psn_jmcgamer12,0
2016,252490,False,psn_jmcgamer12,1
2015,730,True,psn_jmcgamer12,1
2014,224540,False,psn_jmcgamer12,1
2013,4000,True,psn_jmcgamer12,2
2015,230410,True,psn_jmcgamer12,2
2015,730,True,76561198115194725,2
2014,210770,True,captainchomp,2
2015,291550,True,MezKip,2
2016,550,True,2ZESTY4ME,1
2013,218230,False,2ZESTY4ME,1
2014,218230,True,Qu_Boy,2
2015,359550,True,TheLifeAndTimesOfTim,1
2015,65780,True,TheLifeAndTimesOfTim,1
2015,244450,True,TheLifeAndTimesOfTim,1
2015,4000,True,TheLifeAndTimesOfTim,1
2015,730,True,TheLifeAndTimesOfTim,2
2015,261820,True,TheLifeAndTimesOfTim,1
2014,730,True,76561198081148689,2
2016,316010,False,76561198079765149,0
2015,252490,False,76561198055887918,1
2015,255710,True,76561198055887918,2
2014,304930,True,76561198055887918,1
2014,220240,True,boazegevski,1
2014,47810,True,76561198018552349,0
2014,219640,True,76561198018552349,1
2014,730,True,76561198018552349,1
2015,331470,True,Jonaleko,2
2015,303390,False,Jonaleko,1
2014,250180,True,Jonaleko,1
2013,105600,True,76561198053060832,1
2015,221100,True,mistersicklad483759,1
2016,4000,True,mistersicklad483759,1
2015,730,True,Joshman106,1
2014,250340,True,91221301,2
2014,206440,True,91221301,1
2014,105600,True,2ik4tf,2
2014,252490,True,76561198077432581,0
2015,274190,True,76561198077432581,1
2015,291480,True,76561198055604266,1
2014,228380,False,76561198055604266,0
2014,241540,True,76561198055604266,1
2014,1250,True,76561198107847795,1
2015,236110,True,RichmondDaGamer,2
2016,221680,True,THEHITMONKEY,2
2015,298110,True,THEHITMONKEY,1
2015,332310,True,jubjub727,1
2016,227940,False,jukianinja,2
2014,48720,True,jukianinja,2
2016,384300,True,JunG00berfuckingsucks,2
2016,379720,True,JunG00berfuckingsucks,1
2014,1250,True,JunG00berfuckingsucks,1
2016,232090,True,JunG00berfuckingsucks,1
2015,10090,True,JunG00berfuckingsucks,2
2015,550,True,JunG00berfuckingsucks,0
2015,9050,True,JunG00berfuckingsucks,0
2015,298240,True,JunG00berfuckingsucks,2
2014,212680,True,76561198061493090,2
2014,200260,True,76561198036171355,2
2013,236370,True,76561198036171355,1
2014,49520,True,76561198036171355,2
2013,8190,True,76561198036171355,2
2016,1840,True,mrpoo2,2
2015,311210,True,mrpoo2,1
2014,261980,False,mrpoo2,1
2013,240,True,mrpoo2,1
2016,201210,True,Justmatel,2
2014,218230,True,Justmatel,2
2016,393380,True,Justmatel,1
2014,440,True,ducksswamp,2
2014,4000,True,ducksswamp,2
2014,212500,True,ducksswamp,2
2014,212680,True,ducksswamp,1
2014,4000,True,76561198107506517,0
2015,211820,True,76561198079774158,2
2015,322330,True,76561198079774158,2
2013,221380,True,kaepora0gaebora,2
2014,730,True,iloveyouus,1
2015,391540,True,prettyhm02forawhiteguy,2
2014,249050,True,prettyhm02forawhiteguy,2
2015,364323,True,runnerofchaos,2
2016,461244,True,runnerofchaos,1
2014,8870,True,KappaKaiju,1
2014,208090,True,KappaSJ,2
2015,244870,True,kards,0
2016,220,True,76561198121874542,2
2016,302380,True,76561198121874542,1
2015,304930,True,ownageog,2
2015,256290,False,r3koil,0
2016,8500,True,r3koil,2
2014,440,True,r3koil,2
2014,221100,True,76561198026604616,2
2015,221100,False,76561197970565267,1
2016,391540,False,76561197970565267,1
2015,245280,True,76561197970565267,1
2013,241600,True,76561197970565267,1
2015,346110,True,kaysmart,1
2016,202970,True,TheKazimir,2
2015,105600,True,TheKazimir,2
2015,346010,True,TheKazimir,1
2015,225540,True,TheKazimir,2
2015,440,True,TheKazimir,2
2015,233450,True,KSAC,2
2015,730,True,KSAC,2
2015,4000,True,76561198065764432,2
2012,1250,True,76561198065764432,1
2016,394230,True,76561198075749223,1
2013,250340,True,76561198075749223,1
2016,435870,True,76561198075749223,2
2014,105600,True,keino_,1
2013,221100,True,54Strat,1
2014,107410,True,54Strat,2
2013,252490,True,54Strat,2
2015,283290,True,765611979902442O1,1
2014,304930,True,765611979902442O1,1
2015,440,True,765611979902442O1,2
2015,323140,True,765611979902442O1,0
2015,340170,True,kenny536,2
2016,374320,True,76561198097795611,0
2016,300550,True,76561198097795611,1
2015,220200,True,76561198066012786,1
2015,346110,True,76561198088808564,2
2014,25000,True,76561198088808564,1
2016,434570,True,Delicous_Cookies,1
2016,223710,True,Delicous_Cookies,1
2015,96100,True,Delicous_Cookies,2
2014,34900,True,Delicous_Cookies,1
2014,218230,True,76561198057958244,2
2014,230410,True,76561198057958244,2
2014,261030,True,76561198105473254,1
2013,1250,True,usaidwotnow,1
2013,98400,True,usaidwotnow,1
2011,440,True,usaidwotnow,2
2014,22350,False,usaidwotnow,1
2014,230410,True,usaidwotnow,1
2013,620,True,usaidwotnow,1
2014,550,True,usaidwotnow,1
2016,435881,True,usaidwotnow,1
2016,275850,False,76561198042170355,1
2015,330830,True,76561198042170355,1
2015,21100,False,76561198042170355,1
2014,224260,False,IGotHeadFromYourMotherLastNight,1
2014,265930,True,76561198062068809,1
2014,9460,True,76561198062068809,2
2014,258180,False,76561198062068809,2
2014,247730,True,76561198062068809,0
2016,48705,True,76561198078119248,1
2015,363360,True,Killerkalf,1
2015,331500,True,Killerkalf,2
2015,440,True,Killerkalf,1
2014,301520,True,46366536564574576346346546,2
2016,730,True,76561198219902115,2
2014,1250,True,76561198081529182,2
2014,230410,True,kk_kyser,1
2014,49520,True,76561198074700614,2
2013,4000,True,76561198042236060,1
2013,200210,True,76561198042236060,1
2014,319510,False,76561198042236060,1
2016,730,True,76561198070706154,1
2014,218230,True,neveroddorburnsy,1
2015,730,True,JusicTheGod,2
2014,220200,True,76561198068552229,2
2015,730,True,kiricky,1
2016,273110,True,76561198052151911,1
2015,440,True,76561198052151911,1
2014,200260,True,pp0085,1
2014,440,True,76561198083247658,1
2015,42960,True,76561198072489692,1
2014,248570,True,Snoresville,1
2015,105600,True,Snoresville,1
2016,365590,True,supersonic380,2
2014,252490,True,TheKiwiMantis,0
2015,730,False,TheKiwiMantis,2
2014,263280,True,TheKiwiMantis,2
2016,3260,True,TheKiwiMantis,2
2014,4920,True,TheKiwiMantis,2
2015,4700,True,76561198044278243,2
2016,389430,True,76561198078641610,1
2016,107410,True,everybodyloveskungfufighting,2
2016,6000,True,Knight-Silver,2
2014,19830,True,76561198044619788,1
2015,42910,True,knitro,0
2013,620,True,knitro,2
2013,24740,True,knitro,2
2015,730,True,knitro,1
2013,440,True,knitro,2
2015,218230,True,76561198088802064,2
2013,65930,True,kofeyh,0
2015,304930,True,KoiyyBoi,1
2015,550,True,KoiyyBoi,1
2015,730,True,KoiyyBoi,0
2015,301520,True,KoiyyBoi,0
2015,377160,True,KoiyyBoi,1
2015,346110,True,KoiyyBoi,2
2015,440,True,KoiyyBoi,1
2015,11020,True,KoiyyBoi,2
2016,305620,True,Rexoman,1
2016,377160,False,76561198063391282,2
2014,327890,False,76561198063391282,1
2014,4700,True,76561198063391282,2
2015,346110,True,korndigger,2
2013,220,True,76561197970812298,1
2013,70,True,76561197970812298,1
2013,20920,True,76561197970812298,2
2014,304930,True,76561198085167128,2
2016,252490,True,76561198081667528,2
2016,346900,True,kowala913,1
2015,219640,True,76561198056445553,2
2015,208650,True,kraken257,2
2015,223470,True,76561198055670224,1
2015,550,True,76561198055670224,1
2016,212680,True,76561198055670224,0
2015,233450,True,76561198055670224,0
2014,440,True,76561198055670224,1
2016,262060,True,demtitsgirl,1
2014,236430,True,76561198036070181,2
2014,13230,True,drkritisch,2
2015,105600,True,drkritisch,1
2015,332800,True,drkritisch,2
2014,1840,True,drkritisch,2
2014,304930,True,drkritisch,1
2015,214950,False,76561198054912188,2
2015,313120,False,76561198054912188,1
2015,200510,True,76561198074348729,2
2014,730,True,druittmatee,0
2015,271590,True,kurbi-wan_kenobi,1
2015,255710,True,kuroTENSHI_bread,2
2014,313340,True,kuroTENSHI_bread,2
2012,550,True,kuroTENSHI_bread,2
2013,440,True,kuroTENSHI_bread,2
2013,35480,True,kuroTENSHI_bread,2
2012,107100,True,kuroTENSHI_bread,2
2014,304930,False,YOLO-MCSWAGINGS,2
2016,252330,True,76561198118549893,1
2016,8190,True,76561198118549893,2
2012,10180,True,lambdaop,1
2012,440,True,lambdaop,2
2011,620,True,lambdaop,1
2015,346110,True,lazrknight,2
2014,8190,True,lazrknight,2
2016,200210,True,lazrknight,1
2016,730,True,BAMOSABENSER,1
2015,221100,False,76561198113520617,1
2016,730,True,76561198113520617,1
2016,427250,True,lachd1223,2
2016,497850,True,lachd1223,2
2014,4000,True,lachie222,1
2015,208480,False,76561197976109742,1
2014,550,False,76561197976109742,1
2015,4000,True,LachieLobster,2
2015,423880,True,thatonelonelyguy,1
2015,417860,True,thatonelonelyguy,0
2015,252490,True,negao22cm,1
2015,730,True,lainkelnuv,1
2013,440,True,lainkelnuv,1
2013,550,True,lainkelnuv,1
2013,240,True,lainkelnuv,1
2014,220,True,gesbhsfbgufbyudguesvyfy,1
2013,252490,True,MMR_Assasin,2
2013,222880,True,MMR_Assasin,2
2012,500,True,MMR_Assasin,2
2015,730,True,OfficialLandyy,2
2015,243470,True,evilspirit112233,2
2015,239660,False,evilspirit112233,1
2015,304930,True,76561198080125105,2
2015,108600,True,76561198080125105,2
2015,6860,True,76561198080125105,1
2015,105600,True,76561198080125105,1
2015,550,True,76561198080125105,2
2014,212680,True,LaughingRobot,0
2013,219830,True,LaughingRobot,1
2014,730,True,76561198120937791,1
2014,304930,True,76561198120937791,2
2016,4000,True,76561198123388393,2
2014,25830,True,NUZXD,1
2015,15620,True,NUZXD,1
2014,4000,True,nchavezzzzz,1
2013,200710,True,leadbman,2
2013,203160,True,leadbman,2
2013,49520,True,leadbman,2
2013,219150,True,leadbman,2
2014,4000,True,Officer_Bathtub,1
2013,209870,False,Officer_Bathtub,1
2015,440,True,95758,2
2014,304930,True,PraetorianCohort,1
2015,227940,False,PraetorianCohort,2
2015,34900,True,76561198079337907,1
2015,242860,True,76561198043892035,2
2014,550,True,76561198043892035,2
2013,113200,True,76561198043892035,2
2014,105600,True,Opal_mine,0
2016,364360,True,76561198238911958,1
2015,273350,True,Thelugomes,1
